fecha,letra,empresas
2007-01-01,A,200
2007-01-01,B,110
2007-01-01,C,3937
2007-01-01,D,29
2007-01-01,E,12
2007-01-01,F,155
2007-01-01,G,3850
2007-01-01,H,199
2007-01-01,I,22
2007-01-01,J,247
2007-01-01,K,29
2007-01-01,L,80
2007-01-01,M,236
2007-01-01,N,117
2007-01-01,P,9
2007-01-01,Q,30
2007-01-01,R,29
2007-01-01,S,62
2007-01-01,Z,41
2007-02-01,A,179
2007-02-01,B,94
2007-02-01,C,3690
2007-02-01,D,25
2007-02-01,E,18
2007-02-01,F,133
2007-02-01,G,3623
2007-02-01,H,152
2007-02-01,I,22
2007-02-01,J,222
2007-02-01,K,25
2007-02-01,L,76
2007-02-01,M,210
2007-02-01,N,122
2007-02-01,P,8
2007-02-01,Q,25
2007-02-01,R,27
2007-02-01,S,71
2007-02-01,Z,54
2007-03-01,A,168
2007-03-01,B,99
2007-03-01,C,4001
2007-03-01,D,25
2007-03-01,E,9
2007-03-01,F,154
2007-03-01,G,3904
2007-03-01,H,189
2007-03-01,I,22
2007-03-01,J,242
2007-03-01,K,29
2007-03-01,L,79
2007-03-01,M,225
2007-03-01,N,125
2007-03-01,P,9
2007-03-01,Q,25
2007-03-01,R,29
2007-03-01,S,76
2007-03-01,Z,43
2007-04-01,A,139
2007-04-01,B,95
2007-04-01,C,3725
2007-04-01,D,22
2007-04-01,E,11
2007-04-01,F,138
2007-04-01,G,3543
2007-04-01,H,189
2007-04-01,I,14
2007-04-01,J,227
2007-04-01,K,31
2007-04-01,L,58
2007-04-01,M,201
2007-04-01,N,104
2007-04-01,P,10
2007-04-01,Q,40
2007-04-01,R,23
2007-04-01,S,57
2007-04-01,Z,37
2007-05-01,A,142
2007-05-01,B,113
2007-05-01,C,3943
2007-05-01,D,21
2007-05-01,E,15
2007-05-01,F,151
2007-05-01,G,3905
2007-05-01,H,203
2007-05-01,I,17
2007-05-01,J,236
2007-05-01,K,24
2007-05-01,L,76
2007-05-01,M,251
2007-05-01,N,132
2007-05-01,P,6
2007-05-01,Q,34
2007-05-01,R,24
2007-05-01,S,74
2007-05-01,Z,42
2007-06-01,A,147
2007-06-01,B,105
2007-06-01,C,3997
2007-06-01,D,22
2007-06-01,E,10
2007-06-01,F,156
2007-06-01,G,3942
2007-06-01,H,182
2007-06-01,I,14
2007-06-01,J,239
2007-06-01,K,20
2007-06-01,L,82
2007-06-01,M,224
2007-06-01,N,114
2007-06-01,P,9
2007-06-01,Q,29
2007-06-01,R,37
2007-06-01,S,61
2007-06-01,Z,46
2007-07-01,A,161
2007-07-01,B,107
2007-07-01,C,4140
2007-07-01,D,26
2007-07-01,E,14
2007-07-01,F,150
2007-07-01,G,4142
2007-07-01,H,189
2007-07-01,I,21
2007-07-01,J,236
2007-07-01,K,25
2007-07-01,L,83
2007-07-01,M,257
2007-07-01,N,132
2007-07-01,P,6
2007-07-01,Q,35
2007-07-01,R,30
2007-07-01,S,64
2007-07-01,Z,55
2007-08-01,A,194
2007-08-01,B,118
2007-08-01,C,4254
2007-08-01,D,23
2007-08-01,E,10
2007-08-01,F,158
2007-08-01,G,4237
2007-08-01,H,205
2007-08-01,I,21
2007-08-01,J,252
2007-08-01,K,27
2007-08-01,L,81
2007-08-01,M,240
2007-08-01,N,131
2007-08-01,P,6
2007-08-01,Q,31
2007-08-01,R,26
2007-08-01,S,74
2007-08-01,Z,54
2007-09-01,A,181
2007-09-01,B,102
2007-09-01,C,4017
2007-09-01,D,23
2007-09-01,E,8
2007-09-01,F,157
2007-09-01,G,3956
2007-09-01,H,184
2007-09-01,I,19
2007-09-01,J,247
2007-09-01,K,22
2007-09-01,L,83
2007-09-01,M,230
2007-09-01,N,124
2007-09-01,P,6
2007-09-01,Q,28
2007-09-01,R,27
2007-09-01,S,71
2007-09-01,Z,52
2007-10-01,A,197
2007-10-01,B,105
2007-10-01,C,4264
2007-10-01,D,27
2007-10-01,E,13
2007-10-01,F,158
2007-10-01,G,4279
2007-10-01,H,201
2007-10-01,I,21
2007-10-01,J,253
2007-10-01,K,29
2007-10-01,L,96
2007-10-01,M,271
2007-10-01,N,135
2007-10-01,P,6
2007-10-01,Q,40
2007-10-01,R,34
2007-10-01,S,64
2007-10-01,Z,69
2007-11-01,A,210
2007-11-01,B,112
2007-11-01,C,4301
2007-11-01,D,33
2007-11-01,E,14
2007-11-01,F,158
2007-11-01,G,4315
2007-11-01,H,222
2007-11-01,I,19
2007-11-01,J,261
2007-11-01,K,24
2007-11-01,L,100
2007-11-01,M,252
2007-11-01,N,138
2007-11-01,P,9
2007-11-01,Q,43
2007-11-01,R,33
2007-11-01,S,73
2007-11-01,Z,52
2007-12-01,A,170
2007-12-01,B,109
2007-12-01,C,4007
2007-12-01,D,27
2007-12-01,E,11
2007-12-01,F,155
2007-12-01,G,4160
2007-12-01,H,201
2007-12-01,I,18
2007-12-01,J,244
2007-12-01,K,22
2007-12-01,L,95
2007-12-01,M,222
2007-12-01,N,118
2007-12-01,P,5
2007-12-01,Q,27
2007-12-01,R,34
2007-12-01,S,59
2007-12-01,Z,47
2008-01-01,A,180
2008-01-01,B,104
2008-01-01,C,4201
2008-01-01,D,34
2008-01-01,E,9
2008-01-01,F,172
2008-01-01,G,4138
2008-01-01,H,190
2008-01-01,I,25
2008-01-01,J,247
2008-01-01,K,23
2008-01-01,L,73
2008-01-01,M,240
2008-01-01,N,134
2008-01-01,P,3
2008-01-01,Q,37
2008-01-01,R,23
2008-01-01,S,69
2008-01-01,Z,45
2008-02-01,A,171
2008-02-01,B,110
2008-02-01,C,4010
2008-02-01,D,28
2008-02-01,E,8
2008-02-01,F,154
2008-02-01,G,3907
2008-02-01,H,184
2008-02-01,I,23
2008-02-01,J,249
2008-02-01,K,25
2008-02-01,L,70
2008-02-01,M,229
2008-02-01,N,118
2008-02-01,P,5
2008-02-01,Q,32
2008-02-01,R,28
2008-02-01,S,60
2008-02-01,Z,43
2008-03-01,A,150
2008-03-01,B,108
2008-03-01,C,3955
2008-03-01,D,27
2008-03-01,E,9
2008-03-01,F,151
2008-03-01,G,3880
2008-03-01,H,173
2008-03-01,I,17
2008-03-01,J,223
2008-03-01,K,22
2008-03-01,L,75
2008-03-01,M,214
2008-03-01,N,111
2008-03-01,P,11
2008-03-01,Q,29
2008-03-01,R,26
2008-03-01,S,67
2008-03-01,Z,33
2008-04-01,A,174
2008-04-01,B,110
2008-04-01,C,4225
2008-04-01,D,29
2008-04-01,E,17
2008-04-01,F,178
2008-04-01,G,4169
2008-04-01,H,205
2008-04-01,I,20
2008-04-01,J,246
2008-04-01,K,30
2008-04-01,L,72
2008-04-01,M,227
2008-04-01,N,131
2008-04-01,P,10
2008-04-01,Q,36
2008-04-01,R,25
2008-04-01,S,71
2008-04-01,Z,45
2008-05-01,A,146
2008-05-01,B,109
2008-05-01,C,4233
2008-05-01,D,26
2008-05-01,E,9
2008-05-01,F,149
2008-05-01,G,4193
2008-05-01,H,202
2008-05-01,I,18
2008-05-01,J,241
2008-05-01,K,31
2008-05-01,L,86
2008-05-01,M,234
2008-05-01,N,121
2008-05-01,P,14
2008-05-01,Q,35
2008-05-01,R,24
2008-05-01,S,64
2008-05-01,Z,46
2008-06-01,A,144
2008-06-01,B,110
2008-06-01,C,4086
2008-06-01,D,28
2008-06-01,E,11
2008-06-01,F,155
2008-06-01,G,4069
2008-06-01,H,194
2008-06-01,I,20
2008-06-01,J,218
2008-06-01,K,28
2008-06-01,L,70
2008-06-01,M,212
2008-06-01,N,119
2008-06-01,P,5
2008-06-01,Q,40
2008-06-01,R,36
2008-06-01,S,62
2008-06-01,Z,51
2008-07-01,A,132
2008-07-01,B,115
2008-07-01,C,4300
2008-07-01,D,28
2008-07-01,E,19
2008-07-01,F,154
2008-07-01,G,4270
2008-07-01,H,203
2008-07-01,I,19
2008-07-01,J,258
2008-07-01,K,32
2008-07-01,L,89
2008-07-01,M,254
2008-07-01,N,116
2008-07-01,P,7
2008-07-01,Q,39
2008-07-01,R,30
2008-07-01,S,73
2008-07-01,Z,44
2008-08-01,A,171
2008-08-01,B,102
2008-08-01,C,4118
2008-08-01,D,27
2008-08-01,E,8
2008-08-01,F,158
2008-08-01,G,4162
2008-08-01,H,210
2008-08-01,I,21
2008-08-01,J,230
2008-08-01,K,23
2008-08-01,L,72
2008-08-01,M,223
2008-08-01,N,115
2008-08-01,P,6
2008-08-01,Q,36
2008-08-01,R,26
2008-08-01,S,59
2008-08-01,Z,42
2008-09-01,A,190
2008-09-01,B,113
2008-09-01,C,4245
2008-09-01,D,22
2008-09-01,E,14
2008-09-01,F,161
2008-09-01,G,4211
2008-09-01,H,203
2008-09-01,I,23
2008-09-01,J,257
2008-09-01,K,20
2008-09-01,L,95
2008-09-01,M,235
2008-09-01,N,127
2008-09-01,P,9
2008-09-01,Q,34
2008-09-01,R,41
2008-09-01,S,70
2008-09-01,Z,38
2008-10-01,A,192
2008-10-01,B,110
2008-10-01,C,4268
2008-10-01,D,26
2008-10-01,E,18
2008-10-01,F,168
2008-10-01,G,4379
2008-10-01,H,189
2008-10-01,I,19
2008-10-01,J,243
2008-10-01,K,27
2008-10-01,L,80
2008-10-01,M,263
2008-10-01,N,142
2008-10-01,P,7
2008-10-01,Q,39
2008-10-01,R,26
2008-10-01,S,77
2008-10-01,Z,43
2008-11-01,A,201
2008-11-01,B,103
2008-11-01,C,4126
2008-11-01,D,28
2008-11-01,E,11
2008-11-01,F,159
2008-11-01,G,4200
2008-11-01,H,195
2008-11-01,I,26
2008-11-01,J,246
2008-11-01,K,24
2008-11-01,L,89
2008-11-01,M,227
2008-11-01,N,119
2008-11-01,P,6
2008-11-01,Q,41
2008-11-01,R,34
2008-11-01,S,71
2008-11-01,Z,37
2008-12-01,A,181
2008-12-01,B,105
2008-12-01,C,4015
2008-12-01,D,29
2008-12-01,E,14
2008-12-01,F,159
2008-12-01,G,4107
2008-12-01,H,188
2008-12-01,I,25
2008-12-01,J,233
2008-12-01,K,18
2008-12-01,L,75
2008-12-01,M,209
2008-12-01,N,116
2008-12-01,P,6
2008-12-01,Q,36
2008-12-01,R,26
2008-12-01,S,55
2008-12-01,Z,45
2009-01-01,A,185
2009-01-01,B,108
2009-01-01,C,3736
2009-01-01,D,25
2009-01-01,E,15
2009-01-01,F,149
2009-01-01,G,3769
2009-01-01,H,185
2009-01-01,I,21
2009-01-01,J,219
2009-01-01,K,19
2009-01-01,L,59
2009-01-01,M,207
2009-01-01,N,111
2009-01-01,P,8
2009-01-01,Q,31
2009-01-01,R,21
2009-01-01,S,63
2009-01-01,Z,41
2009-02-01,A,148
2009-02-01,B,107
2009-02-01,C,3382
2009-02-01,D,23
2009-02-01,E,7
2009-02-01,F,122
2009-02-01,G,3464
2009-02-01,H,162
2009-02-01,I,16
2009-02-01,J,207
2009-02-01,K,15
2009-02-01,L,52
2009-02-01,M,175
2009-02-01,N,108
2009-02-01,P,10
2009-02-01,Q,34
2009-02-01,R,20
2009-02-01,S,63
2009-02-01,Z,37
2009-03-01,A,157
2009-03-01,B,87
2009-03-01,C,3727
2009-03-01,D,28
2009-03-01,E,11
2009-03-01,F,141
2009-03-01,G,3696
2009-03-01,H,177
2009-03-01,I,23
2009-03-01,J,216
2009-03-01,K,15
2009-03-01,L,55
2009-03-01,M,199
2009-03-01,N,107
2009-03-01,P,13
2009-03-01,Q,36
2009-03-01,R,20
2009-03-01,S,64
2009-03-01,Z,30
2009-04-01,A,143
2009-04-01,B,93
2009-04-01,C,3661
2009-04-01,D,26
2009-04-01,E,15
2009-04-01,F,141
2009-04-01,G,3706
2009-04-01,H,161
2009-04-01,I,19
2009-04-01,J,223
2009-04-01,K,11
2009-04-01,L,54
2009-04-01,M,183
2009-04-01,N,102
2009-04-01,P,8
2009-04-01,Q,25
2009-04-01,R,20
2009-04-01,S,70
2009-04-01,Z,34
2009-05-01,A,136
2009-05-01,B,92
2009-05-01,C,3662
2009-05-01,D,29
2009-05-01,E,10
2009-05-01,F,139
2009-05-01,G,3755
2009-05-01,H,165
2009-05-01,I,18
2009-05-01,J,208
2009-05-01,K,16
2009-05-01,L,65
2009-05-01,M,200
2009-05-01,N,104
2009-05-01,P,6
2009-05-01,Q,32
2009-05-01,R,19
2009-05-01,S,59
2009-05-01,Z,30
2009-06-01,A,132
2009-06-01,B,90
2009-06-01,C,3813
2009-06-01,D,24
2009-06-01,E,11
2009-06-01,F,129
2009-06-01,G,3868
2009-06-01,H,176
2009-06-01,I,12
2009-06-01,J,231
2009-06-01,K,21
2009-06-01,L,58
2009-06-01,M,202
2009-06-01,N,112
2009-06-01,P,6
2009-06-01,Q,33
2009-06-01,R,23
2009-06-01,S,65
2009-06-01,Z,138
2009-07-01,A,148
2009-07-01,B,91
2009-07-01,C,3913
2009-07-01,D,27
2009-07-01,E,16
2009-07-01,F,150
2009-07-01,G,3993
2009-07-01,H,186
2009-07-01,I,20
2009-07-01,J,215
2009-07-01,K,15
2009-07-01,L,61
2009-07-01,M,219
2009-07-01,N,103
2009-07-01,P,12
2009-07-01,Q,31
2009-07-01,R,13
2009-07-01,S,69
2009-07-01,Z,38
2009-08-01,A,120
2009-08-01,B,92
2009-08-01,C,3734
2009-08-01,D,26
2009-08-01,E,17
2009-08-01,F,135
2009-08-01,G,3721
2009-08-01,H,182
2009-08-01,I,16
2009-08-01,J,225
2009-08-01,K,13
2009-08-01,L,63
2009-08-01,M,193
2009-08-01,N,99
2009-08-01,P,7
2009-08-01,Q,33
2009-08-01,R,27
2009-08-01,S,62
2009-08-01,Z,40
2009-09-01,A,150
2009-09-01,B,104
2009-09-01,C,4035
2009-09-01,D,22
2009-09-01,E,8
2009-09-01,F,157
2009-09-01,G,4029
2009-09-01,H,193
2009-09-01,I,18
2009-09-01,J,239
2009-09-01,K,12
2009-09-01,L,75
2009-09-01,M,215
2009-09-01,N,125
2009-09-01,P,10
2009-09-01,Q,24
2009-09-01,R,30
2009-09-01,S,68
2009-09-01,Z,25
2009-10-01,A,148
2009-10-01,B,90
2009-10-01,C,3907
2009-10-01,D,26
2009-10-01,E,14
2009-10-01,F,140
2009-10-01,G,3949
2009-10-01,H,181
2009-10-01,I,13
2009-10-01,J,246
2009-10-01,K,14
2009-10-01,L,73
2009-10-01,M,210
2009-10-01,N,111
2009-10-01,P,8
2009-10-01,Q,30
2009-10-01,R,28
2009-10-01,S,63
2009-10-01,Z,97
2009-11-01,A,160
2009-11-01,B,91
2009-11-01,C,4000
2009-11-01,D,32
2009-11-01,E,9
2009-11-01,F,138
2009-11-01,G,3971
2009-11-01,H,190
2009-11-01,I,21
2009-11-01,J,222
2009-11-01,K,15
2009-11-01,L,85
2009-11-01,M,196
2009-11-01,N,108
2009-11-01,P,7
2009-11-01,Q,40
2009-11-01,R,24
2009-11-01,S,52
2009-11-01,Z,31
2009-12-01,A,178
2009-12-01,B,101
2009-12-01,C,3952
2009-12-01,D,24
2009-12-01,E,7
2009-12-01,F,151
2009-12-01,G,4064
2009-12-01,H,181
2009-12-01,I,16
2009-12-01,J,216
2009-12-01,K,19
2009-12-01,L,73
2009-12-01,M,203
2009-12-01,N,111
2009-12-01,P,8
2009-12-01,Q,37
2009-12-01,R,21
2009-12-01,S,66
2009-12-01,Z,36
2010-01-01,A,159
2010-01-01,B,98
2010-01-01,C,3801
2010-01-01,D,25
2010-01-01,E,11
2010-01-01,F,146
2010-01-01,G,3768
2010-01-01,H,162
2010-01-01,I,18
2010-01-01,J,210
2010-01-01,K,14
2010-01-01,L,50
2010-01-01,M,195
2010-01-01,N,113
2010-01-01,P,8
2010-01-01,Q,39
2010-01-01,R,26
2010-01-01,S,61
2010-01-01,Z,26
2010-02-01,A,140
2010-02-01,B,86
2010-02-01,C,3706
2010-02-01,D,21
2010-02-01,E,8
2010-02-01,F,120
2010-02-01,G,3587
2010-02-01,H,162
2010-02-01,I,11
2010-02-01,J,189
2010-02-01,K,12
2010-02-01,L,51
2010-02-01,M,198
2010-02-01,N,93
2010-02-01,P,8
2010-02-01,Q,32
2010-02-01,R,19
2010-02-01,S,62
2010-02-01,Z,30
2010-03-01,A,160
2010-03-01,B,93
2010-03-01,C,4065
2010-03-01,D,24
2010-03-01,E,14
2010-03-01,F,159
2010-03-01,G,4020
2010-03-01,H,167
2010-03-01,I,14
2010-03-01,J,235
2010-03-01,K,19
2010-03-01,L,61
2010-03-01,M,195
2010-03-01,N,100
2010-03-01,P,10
2010-03-01,Q,31
2010-03-01,R,18
2010-03-01,S,68
2010-03-01,Z,35
2010-04-01,A,137
2010-04-01,B,101
2010-04-01,C,3957
2010-04-01,D,27
2010-04-01,E,12
2010-04-01,F,141
2010-04-01,G,3905
2010-04-01,H,188
2010-04-01,I,14
2010-04-01,J,234
2010-04-01,K,18
2010-04-01,L,58
2010-04-01,M,191
2010-04-01,N,103
2010-04-01,P,10
2010-04-01,Q,34
2010-04-01,R,22
2010-04-01,S,53
2010-04-01,Z,37
2010-05-01,A,146
2010-05-01,B,100
2010-05-01,C,3944
2010-05-01,D,27
2010-05-01,E,11
2010-05-01,F,145
2010-05-01,G,3976
2010-05-01,H,186
2010-05-01,I,13
2010-05-01,J,212
2010-05-01,K,22
2010-05-01,L,53
2010-05-01,M,205
2010-05-01,N,105
2010-05-01,P,8
2010-05-01,Q,33
2010-05-01,R,18
2010-05-01,S,65
2010-05-01,Z,42
2010-06-01,A,141
2010-06-01,B,99
2010-06-01,C,4169
2010-06-01,D,27
2010-06-01,E,10
2010-06-01,F,157
2010-06-01,G,4232
2010-06-01,H,164
2010-06-01,I,13
2010-06-01,J,234
2010-06-01,K,20
2010-06-01,L,60
2010-06-01,M,217
2010-06-01,N,111
2010-06-01,P,8
2010-06-01,Q,38
2010-06-01,R,21
2010-06-01,S,64
2010-06-01,Z,42
2010-07-01,A,131
2010-07-01,B,96
2010-07-01,C,4262
2010-07-01,D,21
2010-07-01,E,9
2010-07-01,F,146
2010-07-01,G,4259
2010-07-01,H,173
2010-07-01,I,15
2010-07-01,J,237
2010-07-01,K,18
2010-07-01,L,58
2010-07-01,M,213
2010-07-01,N,107
2010-07-01,P,9
2010-07-01,Q,30
2010-07-01,R,23
2010-07-01,S,64
2010-07-01,Z,37
2010-08-01,A,163
2010-08-01,B,97
2010-08-01,C,4252
2010-08-01,D,25
2010-08-01,E,9
2010-08-01,F,154
2010-08-01,G,4238
2010-08-01,H,186
2010-08-01,I,14
2010-08-01,J,213
2010-08-01,K,22
2010-08-01,L,71
2010-08-01,M,209
2010-08-01,N,106
2010-08-01,P,8
2010-08-01,Q,34
2010-08-01,R,28
2010-08-01,S,58
2010-08-01,Z,29
2010-09-01,A,165
2010-09-01,B,105
2010-09-01,C,4297
2010-09-01,D,28
2010-09-01,E,10
2010-09-01,F,147
2010-09-01,G,4355
2010-09-01,H,215
2010-09-01,I,15
2010-09-01,J,236
2010-09-01,K,17
2010-09-01,L,66
2010-09-01,M,234
2010-09-01,N,113
2010-09-01,P,9
2010-09-01,Q,28
2010-09-01,R,26
2010-09-01,S,71
2010-09-01,Z,42
2010-10-01,A,156
2010-10-01,B,101
2010-10-01,C,4149
2010-10-01,D,20
2010-10-01,E,14
2010-10-01,F,169
2010-10-01,G,4175
2010-10-01,H,164
2010-10-01,I,16
2010-10-01,J,238
2010-10-01,K,21
2010-10-01,L,58
2010-10-01,M,202
2010-10-01,N,110
2010-10-01,P,10
2010-10-01,Q,37
2010-10-01,R,24
2010-10-01,S,66
2010-10-01,Z,34
2010-11-01,A,183
2010-11-01,B,107
2010-11-01,C,4433
2010-11-01,D,32
2010-11-01,E,13
2010-11-01,F,178
2010-11-01,G,4556
2010-11-01,H,200
2010-11-01,I,15
2010-11-01,J,238
2010-11-01,K,18
2010-11-01,L,67
2010-11-01,M,234
2010-11-01,N,122
2010-11-01,P,7
2010-11-01,Q,37
2010-11-01,R,27
2010-11-01,S,67
2010-11-01,Z,35
2010-12-01,A,196
2010-12-01,B,102
2010-12-01,C,4390
2010-12-01,D,26
2010-12-01,E,9
2010-12-01,F,184
2010-12-01,G,4473
2010-12-01,H,178
2010-12-01,I,11
2010-12-01,J,243
2010-12-01,K,20
2010-12-01,L,87
2010-12-01,M,217
2010-12-01,N,123
2010-12-01,P,10
2010-12-01,Q,27
2010-12-01,R,16
2010-12-01,S,69
2010-12-01,Z,37
2011-01-01,A,185
2011-01-01,B,103
2011-01-01,C,4286
2011-01-01,D,33
2011-01-01,E,10
2011-01-01,F,180
2011-01-01,G,4215
2011-01-01,H,185
2011-01-01,I,13
2011-01-01,J,216
2011-01-01,K,22
2011-01-01,L,59
2011-01-01,M,215
2011-01-01,N,113
2011-01-01,P,5
2011-01-01,Q,38
2011-01-01,R,23
2011-01-01,S,62
2011-01-01,Z,35
2011-02-01,A,181
2011-02-01,B,103
2011-02-01,C,4038
2011-02-01,D,27
2011-02-01,E,14
2011-02-01,F,168
2011-02-01,G,4010
2011-02-01,H,179
2011-02-01,I,14
2011-02-01,J,216
2011-02-01,K,21
2011-02-01,L,50
2011-02-01,M,208
2011-02-01,N,100
2011-02-01,P,6
2011-02-01,Q,31
2011-02-01,R,17
2011-02-01,S,60
2011-02-01,Z,26
2011-03-01,A,162
2011-03-01,B,103
2011-03-01,C,4127
2011-03-01,D,27
